code,date,stock_at,plenty_time,last_state_time,last_state,time_interval,hour,demand_rate
11856394,2020-05-07,2020-05-07 09:00:00,2020-05-07 09:10:00,2020-05-07 20:40:00,some,0 days 11:30:00.000000000,11.5,17.391304347826086
11856394,2020-05-08,2020-05-08 12:18:00,2020-05-08 12:25:00,2020-05-08 12:25:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856394,2020-05-11,2020-05-11 08:55:00,2020-05-11 09:05:00,2020-05-11 20:20:00,empty,0 days 11:15:00.000000000,11.25,26.666666666666668
11856408,2020-04-01,2020-04-01 10:50:00,2020-04-01 11:00:00,2020-04-01 17:55:00,few,0 days 06:55:00.000000000,6.916666666666667,39.03614457831325
11856408,2020-04-02,2020-04-02 10:57:00,2020-04-02 11:05:00,2020-04-02 11:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-04-03,2020-04-03 10:49:00,2020-04-03 10:55:00,2020-04-03 18:20:00,some,0 days 07:25:00.000000000,7.416666666666667,26.96629213483146
11856408,2020-04-06,2020-04-06 11:04:00,2020-04-06 11:10:00,2020-04-06 20:30:00,few,0 days 09:20:00.000000000,9.333333333333334,28.928571428571427
11856408,2020-04-07,2020-04-07 11:12:00,2020-04-07 11:20:00,2020-04-07 20:45:00,few,0 days 09:25:00.000000000,9.416666666666666,28.672566371681416
11856408,2020-04-08,2020-04-08 11:47:00,2020-04-08 11:55:00,2020-04-08 18:20:00,some,0 days 06:25:00.000000000,6.416666666666667,31.16883116883117
11856408,2020-04-09,2020-04-09 10:40:00,2020-04-09 10:50:00,2020-04-09 17:55:00,some,0 days 07:05:00.000000000,7.083333333333333,28.23529411764706
11856408,2020-04-10,2020-04-10 11:11:00,2020-04-10 11:20:00,2020-04-10 19:30:00,few,0 days 08:10:00.000000000,8.166666666666666,33.06122448979592
11856408,2020-04-13,2020-04-13 11:30:00,2020-04-13 11:40:00,2020-04-13 19:35:00,few,0 days 07:55:00.000000000,7.916666666666667,34.10526315789473
11856408,2020-04-14,2020-04-14 11:20:00,2020-04-14 11:30:00,2020-04-14 19:15:00,some,0 days 07:45:00.000000000,7.75,25.806451612903224
11856408,2020-04-16,2020-04-16 10:42:00,2020-04-16 10:50:00,2020-04-16 16:20:00,some,0 days 05:30:00.000000000,5.5,36.36363636363637
11856408,2020-04-17,2020-04-17 12:07:00,2020-04-17 12:15:00,2020-04-17 20:50:00,few,0 days 08:35:00.000000000,8.583333333333334,31.456310679611647
11856408,2020-04-20,2020-04-20 10:37:00,2020-04-20 10:45:00,2020-04-20 19:35:00,few,0 days 08:50:00.000000000,8.833333333333334,30.566037735849054
11856408,2020-04-21,2020-04-21 10:58:00,2020-04-21 11:30:00,2020-04-21 11:30:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-04-22,2020-04-22 10:37:00,2020-04-22 10:45:00,2020-04-22 10:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-04-24,2020-04-23 10:46:00,2020-04-24 10:50:00,2020-04-24 10:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-04-27,2020-04-27 10:32:00,2020-04-27 10:40:00,2020-04-27 21:05:00,empty,0 days 10:25:00.000000000,10.416666666666666,28.8
11856408,2020-04-28,2020-04-28 10:42:00,2020-04-28 10:50:00,2020-04-28 21:45:00,empty,0 days 10:55:00.000000000,10.916666666666666,27.480916030534353
11856408,2020-04-29,2020-04-29 10:38:00,2020-04-29 10:45:00,2020-04-29 14:15:00,some,0 days 03:30:00.000000000,3.5,57.142857142857146
11856408,2020-05-01,2020-05-01 11:05:00,2020-05-01 11:50:00,2020-05-01 11:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-05-04,2020-05-04 10:10:00,2020-05-04 10:20:00,2020-05-04 19:40:00,some,0 days 09:20:00.000000000,9.333333333333334,21.428571428571427
11856408,2020-05-05,2020-05-05 12:18:00,2020-05-05 12:25:00,2020-05-05 16:00:00,some,0 days 03:35:00.000000000,3.5833333333333335,55.81395348837209
11856408,2020-05-06,2020-05-06 10:51:00,2020-05-06 11:00:00,2020-05-06 16:55:00,some,0 days 05:55:00.000000000,5.916666666666667,33.80281690140845
11856408,2020-05-07,2020-05-07 10:29:00,2020-05-07 10:35:00,2020-05-07 10:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-05-08,2020-05-08 12:40:00,2020-05-08 12:50:00,2020-05-08 12:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11856408,2020-05-11,2020-05-11 10:47:00,2020-05-11 10:55:00,2020-05-11 20:05:00,few,0 days 09:10:00.000000000,9.166666666666666,29.454545454545457
11860278,2020-04-06,2020-04-06 09:20:00,2020-04-06 09:30:00,2020-04-06 13:25:00,plenty,0 days 03:55:00.000000000,3.9166666666666665,25.53191489361702
11860278,2020-04-13,2020-04-13 09:28:00,2020-04-13 09:35:00,2020-04-13 09:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11860278,2020-04-20,2020-04-20 09:28:00,2020-04-20 09:35:00,2020-04-20 09:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11860278,2020-04-27,2020-04-25 11:24:00,2020-04-27 00:00:00,2020-04-27 00:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11866977,2020-04-01,2020-04-01 09:14:00,2020-04-01 09:20:00,2020-04-01 12:35:00,empty,0 days 03:15:00.000000000,3.25,92.3076923076923
11866977,2020-04-02,2020-04-02 08:54:00,2020-04-02 09:00:00,2020-04-02 11:25:00,empty,0 days 02:25:00.000000000,2.4166666666666665,124.13793103448276
11866977,2020-04-03,2020-04-03 08:58:00,2020-04-03 09:05:00,2020-04-03 14:35:00,empty,0 days 05:30:00.000000000,5.5,54.54545454545455
11866977,2020-04-06,2020-04-06 09:21:00,2020-04-06 09:30:00,2020-04-06 17:35:00,empty,0 days 08:05:00.000000000,8.083333333333334,37.113402061855666
11866977,2020-04-07,2020-04-07 09:22:00,2020-04-07 09:30:00,2020-04-07 16:25:00,empty,0 days 06:55:00.000000000,6.916666666666667,43.373493975903614
11866977,2020-04-08,2020-04-08 09:18:00,2020-04-08 09:25:00,2020-04-08 16:05:00,empty,0 days 06:40:00.000000000,6.666666666666667,45.0
11866977,2020-04-09,2020-04-09 09:25:00,2020-04-09 09:35:00,2020-04-09 19:00:00,empty,0 days 09:25:00.000000000,9.416666666666666,31.85840707964602
11866977,2020-04-10,2020-04-10 09:19:00,2020-04-10 09:25:00,2020-04-10 19:45:00,few,0 days 10:20:00.000000000,10.333333333333334,26.129032258064516
11866977,2020-04-13,2020-04-13 10:17:00,2020-04-13 10:25:00,2020-04-13 12:50:00,some,0 days 02:25:00.000000000,2.4166666666666665,82.75862068965517
11866977,2020-04-14,2020-04-14 09:06:00,2020-04-14 09:15:00,2020-04-14 19:30:00,empty,0 days 10:15:00.000000000,10.25,29.26829268292683
11866977,2020-04-16,2020-04-16 09:24:00,2020-04-16 09:30:00,2020-04-16 20:05:00,few,0 days 10:35:00.000000000,10.583333333333334,25.511811023622045
11866977,2020-04-17,2020-04-17 09:18:00,2020-04-17 09:25:00,2020-04-17 10:30:00,some,0 days 01:05:00.000000000,1.0833333333333333,184.61538461538464
11866977,2020-04-21,2020-04-21 09:07:00,2020-04-21 09:15:00,2020-04-21 22:10:00,empty,0 days 12:55:00.000000000,12.916666666666666,23.225806451612904
11866977,2020-04-22,2020-04-22 09:11:00,2020-04-22 09:20:00,2020-04-22 11:05:00,some,0 days 01:45:00.000000000,1.75,114.28571428571429
11866977,2020-04-23,2020-04-23 09:11:00,2020-04-23 09:20:00,2020-04-23 18:15:00,empty,0 days 08:55:00.000000000,8.916666666666666,33.64485981308412
11866977,2020-04-24,2020-04-24 09:20:00,2020-04-24 09:30:00,2020-04-24 21:10:00,empty,0 days 11:40:00.000000000,11.666666666666666,25.714285714285715
11866977,2020-04-27,2020-04-27 09:11:00,2020-04-27 09:20:00,2020-04-27 12:50:00,empty,0 days 03:30:00.000000000,3.5,85.71428571428571
11866977,2020-04-28,2020-04-28 09:12:00,2020-04-28 09:20:00,2020-04-28 21:00:00,empty,0 days 11:40:00.000000000,11.666666666666666,25.714285714285715
11866977,2020-04-29,2020-04-29 08:53:00,2020-04-29 09:00:00,2020-04-29 20:25:00,empty,0 days 11:25:00.000000000,11.416666666666666,26.277372262773724
11866977,2020-05-01,2020-05-01 09:18:00,2020-05-01 09:25:00,2020-05-01 20:40:00,empty,0 days 11:15:00.000000000,11.25,26.666666666666668
11866977,2020-05-04,2020-05-04 09:11:00,2020-05-04 09:20:00,2020-05-04 19:50:00,empty,0 days 10:30:00.000000000,10.5,28.571428571428573
11866977,2020-05-05,2020-05-05 09:22:00,2020-05-05 09:30:00,2020-05-05 17:10:00,empty,0 days 07:40:00.000000000,7.666666666666667,39.130434782608695
11866977,2020-05-06,2020-05-06 09:11:00,2020-05-06 09:20:00,2020-05-06 20:40:00,empty,0 days 11:20:00.000000000,11.333333333333334,26.470588235294116
11866977,2020-05-07,2020-05-07 09:08:00,2020-05-07 09:15:00,2020-05-07 21:30:00,empty,0 days 12:15:00.000000000,12.25,24.489795918367346
11866977,2020-05-08,2020-05-08 09:09:00,2020-05-08 09:35:00,2020-05-08 22:30:00,empty,0 days 12:55:00.000000000,12.916666666666666,23.225806451612904
11866977,2020-05-11,2020-05-11 09:18:00,2020-05-11 09:25:00,2020-05-11 20:35:00,empty,0 days 11:10:00.000000000,11.166666666666666,26.865671641791046
11868201,2020-04-01,2020-04-01 08:52:00,2020-04-01 09:00:00,2020-04-01 15:05:00,empty,0 days 06:05:00.000000000,6.083333333333333,49.31506849315069
11868201,2020-04-02,2020-04-02 08:52:00,2020-04-02 09:00:00,2020-04-02 19:50:00,empty,0 days 10:50:00.000000000,10.833333333333334,27.69230769230769
11868201,2020-04-03,2020-04-03 08:52:00,2020-04-03 09:00:00,2020-04-03 11:25:00,some,0 days 02:25:00.000000000,2.4166666666666665,82.75862068965517
11868201,2020-04-06,2020-04-06 08:49:00,2020-04-06 08:50:00,2020-04-06 14:55:00,empty,0 days 06:05:00.000000000,6.083333333333333,49.31506849315069
11868201,2020-04-07,2020-04-07 08:55:00,2020-04-07 09:05:00,2020-04-07 17:55:00,empty,0 days 08:50:00.000000000,8.833333333333334,33.96226415094339
11868201,2020-04-08,2020-04-08 08:51:00,2020-04-08 09:00:00,2020-04-08 18:25:00,few,0 days 09:25:00.000000000,9.416666666666666,28.672566371681416
11868201,2020-04-09,2020-04-09 09:00:00,2020-04-09 10:40:00,2020-04-09 14:55:00,some,0 days 04:15:00.000000000,4.25,47.05882352941177
11868201,2020-04-10,2020-04-10 09:03:00,2020-04-10 09:10:00,2020-04-10 17:25:00,some,0 days 08:15:00.000000000,8.25,24.242424242424242
11868201,2020-04-13,2020-04-13 09:09:00,2020-04-13 10:00:00,2020-04-13 17:45:00,few,0 days 07:45:00.000000000,7.75,34.83870967741935
11868201,2020-04-14,2020-04-14 08:59:00,2020-04-14 09:05:00,2020-04-14 14:40:00,some,0 days 05:35:00.000000000,5.583333333333333,35.820895522388064
11868201,2020-04-16,2020-04-16 08:52:00,2020-04-16 09:00:00,2020-04-16 17:35:00,some,0 days 08:35:00.000000000,8.583333333333334,23.300970873786405
11868201,2020-04-17,2020-04-17 08:56:00,2020-04-17 09:05:00,2020-04-17 09:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11868201,2020-04-21,2020-04-21 08:54:00,2020-04-21 09:00:00,2020-04-21 15:45:00,some,0 days 06:45:00.000000000,6.75,29.62962962962963
11868201,2020-04-22,2020-04-22 08:52:00,2020-04-22 09:00:00,2020-04-22 09:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11868201,2020-04-23,2020-04-23 09:47:00,2020-04-23 09:55:00,2020-04-23 09:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11868201,2020-04-27,2020-04-27 09:31:00,2020-04-27 09:40:00,2020-04-27 16:30:00,few,0 days 06:50:00.000000000,6.833333333333333,39.51219512195122
11868201,2020-04-28,2020-04-28 08:51:00,2020-04-28 09:00:00,2020-04-28 19:00:00,empty,0 days 10:00:00.000000000,10.0,30.0
11868201,2020-04-29,2020-04-29 09:01:00,2020-04-29 09:10:00,2020-04-29 18:50:00,empty,0 days 09:40:00.000000000,9.666666666666666,31.03448275862069
11868201,2020-05-01,2020-05-01 08:55:00,2020-05-01 09:05:00,2020-05-01 20:00:00,some,0 days 10:55:00.000000000,10.916666666666666,18.320610687022903
11868201,2020-05-04,2020-05-04 08:52:00,2020-05-04 09:00:00,2020-05-04 17:35:00,few,0 days 08:35:00.000000000,8.583333333333334,31.456310679611647
11868201,2020-05-05,2020-05-05 09:36:00,2020-05-05 09:40:00,2020-05-05 09:40:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11868201,2020-05-11,2020-05-11 09:02:00,2020-05-11 15:05:00,2020-05-11 18:30:00,some,0 days 03:25:00.000000000,3.4166666666666665,58.53658536585366
11870966,2020-04-07,2020-04-07 08:59:00,2020-04-07 09:05:00,2020-04-07 12:15:00,empty,0 days 03:10:00.000000000,3.1666666666666665,94.73684210526316
11870966,2020-04-08,2020-04-08 08:53:00,2020-04-08 09:00:00,2020-04-08 13:10:00,empty,0 days 04:10:00.000000000,4.166666666666667,72.0
11870966,2020-04-09,2020-04-09 08:47:00,2020-04-09 08:55:00,2020-04-09 13:45:00,empty,0 days 04:50:00.000000000,4.833333333333333,62.06896551724138
11870966,2020-04-10,2020-04-10 08:50:00,2020-04-10 09:00:00,2020-04-10 13:15:00,empty,0 days 04:15:00.000000000,4.25,70.58823529411765
11870966,2020-04-13,2020-04-13 08:57:00,2020-04-13 09:05:00,2020-04-13 16:40:00,empty,0 days 07:35:00.000000000,7.583333333333333,39.56043956043956
11870966,2020-04-14,2020-04-14 12:58:00,2020-04-14 13:05:00,2020-04-14 15:05:00,some,0 days 02:00:00.000000000,2.0,100.0
11870966,2020-04-16,2020-04-16 08:55:00,2020-04-16 09:05:00,2020-04-16 09:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11870966,2020-04-20,2020-04-20 10:55:00,2020-04-20 11:05:00,2020-04-20 11:20:00,some,0 days 00:15:00.000000000,0.25,800.0
11870966,2020-04-21,2020-04-21 09:17:00,2020-04-21 09:25:00,2020-04-21 10:40:00,some,0 days 01:15:00.000000000,1.25,160.0
11870966,2020-04-22,2020-04-22 08:58:00,2020-04-22 09:05:00,2020-04-22 15:20:00,few,0 days 06:15:00.000000000,6.25,43.2
11870966,2020-04-27,2020-04-27 10:58:00,2020-04-27 11:05:00,2020-04-27 15:30:00,few,0 days 04:25:00.000000000,4.416666666666667,61.13207547169811
11870966,2020-04-28,2020-04-28 08:48:00,2020-04-28 08:55:00,2020-04-28 08:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11870966,2020-04-29,2020-04-29 08:54:00,2020-04-29 11:20:00,2020-04-29 11:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11870966,2020-05-06,2020-05-06 08:52:00,2020-05-06 09:00:00,2020-05-06 17:00:00,few,0 days 08:00:00.000000000,8.0,33.75
11870966,2020-05-07,2020-05-07 08:58:00,2020-05-07 09:05:00,2020-05-07 14:50:00,some,0 days 05:45:00.000000000,5.75,34.78260869565217
11870966,2020-05-08,2020-05-08 09:04:00,2020-05-08 09:10:00,2020-05-08 09:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-02,2020-04-02 13:51:00,2020-04-02 15:05:00,2020-04-02 15:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-03,2020-04-02 13:51:00,2020-04-03 11:10:00,2020-04-03 14:10:00,plenty,0 days 03:00:00.000000000,3.0,33.333333333333336
11872209,2020-04-06,2020-04-06 08:51:00,2020-04-06 11:05:00,2020-04-06 14:00:00,plenty,0 days 02:55:00.000000000,2.9166666666666665,34.285714285714285
11872209,2020-04-07,2020-04-07 10:33:00,2020-04-07 11:15:00,2020-04-07 13:15:00,plenty,0 days 02:00:00.000000000,2.0,50.0
11872209,2020-04-08,2020-04-07 10:33:00,2020-04-08 11:10:00,2020-04-08 11:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-10,2020-04-08 11:06:00,2020-04-10 11:05:00,2020-04-10 11:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-13,2020-04-13 08:51:00,2020-04-13 09:00:00,2020-04-13 09:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-14,2020-04-13 08:51:00,2020-04-14 12:10:00,2020-04-14 13:55:00,plenty,0 days 01:45:00.000000000,1.75,57.142857142857146
11872209,2020-04-16,2020-04-13 08:51:00,2020-04-16 14:00:00,2020-04-16 15:10:00,some,0 days 01:10:00.000000000,1.1666666666666667,171.42857142857142
11872209,2020-04-17,2020-04-13 08:51:00,2020-04-17 16:25:00,2020-04-17 16:25:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-20,2020-04-20 08:48:00,2020-04-20 08:55:00,2020-04-20 08:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-21,2020-04-20 08:48:00,2020-04-21 11:00:00,2020-04-21 11:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-22,2020-04-21 11:45:00,2020-04-22 11:05:00,2020-04-22 11:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-23,2020-04-21 11:45:00,2020-04-23 14:00:00,2020-04-23 14:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-24,2020-04-21 11:45:00,2020-04-24 11:00:00,2020-04-24 11:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-27,2020-04-27 08:40:00,2020-04-27 11:10:00,2020-04-27 11:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-28,2020-04-27 08:40:00,2020-04-28 10:50:00,2020-04-28 10:50:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-04-29,2020-04-28 10:57:00,2020-04-29 11:10:00,2020-04-29 11:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-05-04,2020-05-04 11:32:00,2020-05-04 11:40:00,2020-05-04 12:25:00,some,0 days 00:45:00.000000000,0.75,266.6666666666667
11872209,2020-05-06,2020-05-04 11:32:00,2020-05-06 10:55:00,2020-05-06 10:55:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-05-07,2020-05-04 11:32:00,2020-05-07 14:15:00,2020-05-07 14:55:00,some,0 days 00:40:00.000000000,0.6666666666666666,300.0
11872209,2020-05-08,2020-05-08 12:34:00,2020-05-08 12:40:00,2020-05-08 12:40:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11872209,2020-05-11,2020-05-11 09:05:00,2020-05-11 11:20:00,2020-05-11 11:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-04-01,2020-04-01 08:45:00,2020-04-01 08:55:00,2020-04-01 20:50:00,few,0 days 11:55:00.000000000,11.916666666666666,22.65734265734266
11873426,2020-04-02,2020-04-02 08:33:00,2020-04-02 08:40:00,2020-04-02 10:50:00,plenty,0 days 02:10:00.000000000,2.1666666666666665,46.15384615384616
11873426,2020-04-03,2020-04-03 09:09:00,2020-04-03 09:15:00,2020-04-03 09:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-04-06,2020-04-06 08:29:00,2020-04-06 08:35:00,2020-04-06 18:50:00,some,0 days 10:15:00.000000000,10.25,19.51219512195122
11873426,2020-04-07,2020-04-07 08:36:00,2020-04-07 08:45:00,2020-04-07 08:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-04-21,2020-04-21 09:15:00,2020-04-21 09:25:00,2020-04-21 09:25:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-04-27,2020-04-27 08:31:00,2020-04-27 16:25:00,2020-04-27 16:25:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-04-28,2020-04-28 08:58:00,2020-04-28 09:05:00,2020-04-28 21:15:00,plenty,0 days 12:10:00.000000000,12.166666666666666,8.219178082191782
11873426,2020-05-04,2020-05-04 08:35:00,2020-05-04 08:40:00,2020-05-04 08:40:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873426,2020-05-11,2020-05-11 08:31:00,2020-05-11 19:20:00,2020-05-11 19:35:00,some,0 days 00:15:00.000000000,0.25,800.0
11873523,2020-04-01,2020-04-01 09:19:00,2020-04-01 12:15:00,2020-04-01 19:55:00,plenty,0 days 07:40:00.000000000,7.666666666666667,13.043478260869565
11873523,2020-04-03,2020-04-03 10:06:00,2020-04-03 10:15:00,2020-04-03 10:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-06,2020-04-06 09:35:00,2020-04-06 09:45:00,2020-04-06 11:05:00,plenty,0 days 01:20:00.000000000,1.3333333333333333,75.0
11873523,2020-04-07,2020-04-07 09:12:00,2020-04-07 09:20:00,2020-04-07 09:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-10,2020-04-10 11:01:00,2020-04-10 23:00:00,2020-04-10 23:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-13,2020-04-13 09:35:00,2020-04-13 09:45:00,2020-04-13 09:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-16,2020-04-15 09:39:00,2020-04-16 00:00:00,2020-04-16 00:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-22,2020-04-22 08:44:00,2020-04-22 19:05:00,2020-04-22 19:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-04-27,2020-04-27 08:45:00,2020-04-27 08:55:00,2020-04-27 19:30:00,plenty,0 days 10:35:00.000000000,10.583333333333334,9.448818897637794
11873523,2020-05-01,2020-05-01 09:16:00,2020-05-01 09:25:00,2020-05-01 22:05:00,empty,0 days 12:40:00.000000000,12.666666666666666,23.68421052631579
11873523,2020-05-04,2020-05-04 09:50:00,2020-05-04 10:00:00,2020-05-04 10:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-05-05,2020-05-05 12:05:00,2020-05-05 15:40:00,2020-05-05 22:00:00,empty,0 days 06:20:00.000000000,6.333333333333333,47.36842105263158
11873523,2020-05-06,2020-05-06 09:13:00,2020-05-06 09:20:00,2020-05-06 23:50:00,empty,0 days 14:30:00.000000000,14.5,20.689655172413794
11873523,2020-05-07,2020-05-07 10:10:00,2020-05-07 10:20:00,2020-05-07 21:40:00,empty,0 days 11:20:00.000000000,11.333333333333334,26.470588235294116
11873523,2020-05-08,2020-05-08 10:52:00,2020-05-08 11:00:00,2020-05-08 11:00:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11873523,2020-05-11,2020-05-11 09:27:00,2020-05-11 09:35:00,2020-05-11 09:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-01,2020-04-01 08:08:00,2020-04-01 08:15:00,2020-04-01 19:00:00,few,0 days 10:45:00.000000000,10.75,25.11627906976744
11874708,2020-04-02,2020-04-02 08:05:00,2020-04-02 08:15:00,2020-04-02 17:15:00,empty,0 days 09:00:00.000000000,9.0,33.333333333333336
11874708,2020-04-03,2020-04-03 08:12:00,2020-04-03 08:20:00,2020-04-03 16:10:00,some,0 days 07:50:00.000000000,7.833333333333333,25.53191489361702
11874708,2020-04-06,2020-04-06 08:09:00,2020-04-06 08:10:00,2020-04-06 17:35:00,some,0 days 09:25:00.000000000,9.416666666666666,21.238938053097346
11874708,2020-04-07,2020-04-07 08:09:00,2020-04-07 08:15:00,2020-04-07 19:35:00,empty,0 days 11:20:00.000000000,11.333333333333334,26.470588235294116
11874708,2020-04-08,2020-04-08 08:08:00,2020-04-08 08:15:00,2020-04-08 20:10:00,some,0 days 11:55:00.000000000,11.916666666666666,16.783216783216783
11874708,2020-04-09,2020-04-09 08:06:00,2020-04-09 08:15:00,2020-04-09 18:55:00,some,0 days 10:40:00.000000000,10.666666666666666,18.75
11874708,2020-04-10,2020-04-10 08:08:00,2020-04-10 10:05:00,2020-04-10 10:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-13,2020-04-13 08:09:00,2020-04-13 08:10:00,2020-04-13 18:35:00,some,0 days 10:25:00.000000000,10.416666666666666,19.200000000000003
11874708,2020-04-14,2020-04-14 08:07:00,2020-04-14 08:15:00,2020-04-14 08:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-16,2020-04-16 08:07:00,2020-04-16 08:15:00,2020-04-16 08:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-17,2020-04-17 08:18:00,2020-04-17 13:05:00,2020-04-17 13:05:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-20,2020-04-20 08:07:00,2020-04-20 08:10:00,2020-04-20 18:45:00,some,0 days 10:35:00.000000000,10.583333333333334,18.89763779527559
11874708,2020-04-21,2020-04-21 08:12:00,2020-04-21 08:20:00,2020-04-21 08:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-27,2020-04-27 08:10:00,2020-04-27 08:15:00,2020-04-27 08:15:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-04-29,2020-04-29 08:10:00,2020-04-29 08:20:00,2020-04-29 08:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-05-01,2020-05-01 08:16:00,2020-05-01 09:35:00,2020-05-01 09:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-05-04,2020-05-04 08:17:00,2020-05-04 08:20:00,2020-05-04 08:20:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874708,2020-05-06,2020-05-06 08:04:00,2020-05-06 08:10:00,2020-05-06 08:10:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874813,2020-04-06,2020-04-06 09:31:00,2020-04-06 09:40:00,2020-04-06 19:20:00,empty,0 days 09:40:00.000000000,9.666666666666666,31.03448275862069
11874813,2020-04-07,2020-04-07 09:51:00,2020-04-07 11:00:00,2020-04-07 19:10:00,few,0 days 08:10:00.000000000,8.166666666666666,33.06122448979592
11874813,2020-04-08,2020-04-08 09:38:00,2020-04-08 09:45:00,2020-04-08 20:35:00,few,0 days 10:50:00.000000000,10.833333333333334,24.923076923076923
11874813,2020-04-09,2020-04-09 09:47:00,2020-04-09 10:10:00,2020-04-09 14:50:00,some,0 days 04:40:00.000000000,4.666666666666667,42.857142857142854
11874813,2020-04-10,2020-04-10 09:35:00,2020-04-10 09:45:00,2020-04-10 18:25:00,some,0 days 08:40:00.000000000,8.666666666666666,23.07692307692308
11874813,2020-04-13,2020-04-13 09:35:00,2020-04-13 09:45:00,2020-04-13 17:40:00,some,0 days 07:55:00.000000000,7.916666666666667,25.263157894736842
11874813,2020-04-14,2020-04-14 09:39:00,2020-04-14 13:45:00,2020-04-14 13:45:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
11874813,2020-04-17,2020-04-17 09:29:00,2020-04-17 09:35:00,2020-04-17 09:35:00,plenty,0 days 00:00:00.000000000,0.0,8.333333333333334
